Year,Round,Seed,Team,Score,Seed_1,Team_1,Score_1,Favorite,Seed_diff,Spread,Winner,Upset,Team_conference,Team_1_conference,Year_diff,assist_percentage_diff,assists_diff,away_losses_diff,away_wins_diff,block_percentage_diff,blocks_diff,conference_losses_diff,conference_wins_diff,defensive_rebounds_diff,effective_field_goal_percentage_diff,field_goal_attempts_diff,field_goal_percentage_diff,field_goals_diff,free_throw_attempt_rate_diff,free_throw_attempts_diff,free_throw_percentage_diff,free_throws_diff,free_throws_per_field_goal_attempt_diff,games_played_diff,home_losses_diff,home_wins_diff,losses_diff,minutes_played_diff,offensive_rating_diff,offensive_rebound_percentage_diff,offensive_rebounds_diff,opp_assist_percentage_diff,opp_assists_diff,opp_block_percentage_diff,opp_blocks_diff,opp_defensive_rebounds_diff,opp_effective_field_goal_percentage_diff,opp_field_goal_attempts_diff,opp_field_goal_percentage_diff,opp_field_goals_diff,opp_free_throw_attempt_rate_diff,opp_free_throw_attempts_diff,opp_free_throw_percentage_diff,opp_free_throws_diff,opp_free_throws_per_field_goal_attempt_diff,opp_offensive_rebound_percentage_diff,opp_offensive_rebounds_diff,opp_personal_fouls_diff,opp_points_diff,opp_steal_percentage_diff,opp_steals_diff,opp_three_point_attempt_rate_diff,opp_three_point_field_goal_attempts_diff,opp_three_point_field_goal_percentage_diff,opp_three_point_field_goals_diff,opp_two_point_field_goal_attempts_diff,opp_two_point_field_goal_percentage_diff,opp_two_point_field_goals_diff,opp_total_rebound_percentage_diff,opp_total_rebounds_diff,opp_true_shooting_percentage_diff,opp_turnover_percentage_diff,opp_turnovers_diff,pace_diff,personal_fouls_diff,points_diff,simple_rating_system_diff,steal_percentage_diff,steals_diff,strength_of_schedule_diff,three_point_attempt_rate_diff,three_point_field_goal_attempts_diff,three_point_field_goal_percentage_diff,three_point_field_goals_diff,two_point_field_goal_attempts_diff,two_point_field_goal_percentage_diff,two_point_field_goals_diff,total_rebound_percentage_diff,total_rebounds_diff,true_shooting_percentage_diff,turnover_percentage_diff,turnovers_diff,win_percentage_diff,wins_diff
2015,Final Four,7,Michigan State,61,1,Duke,81,TEAM_1,-6,-20,TEAM_2,True,acc,aac,0.0,5.5,219.0,1.0,0.0,-2.5,-5.0,-3.0,3.0,94.0,0.010000000000000009,482.0,0.02799999999999997,291.0,0.027000000000000024,211.0,-0.04600000000000004,129.0,0.006000000000000005,4.0,-2.0,1.0,-4.0,140.0,9.0,11.799999999999997,230.0,-8.399999999999999,25.0,-2.9000000000000004,-7.0,-8.0,0.035999999999999976,352.0,0.030999999999999972,208.0,-0.04999999999999999,6.0,0.03599999999999992,30.0,-0.02200000000000002,0.5,48.0,140.0,516.0,0.40000000000000036,41.0,-0.0050000000000000044,114.0,0.035999999999999976,68.0,238.0,0.026000000000000023,140.0,-4.799999999999997,40.0,0.03200000000000003,0.29999999999999893,79.0,4.1000000000000085,61.0,680.0,7.550000000000001,0.9000000000000004,59.0,4.409999999999999,-0.068,-14.0,-0.03799999999999998,-31.0,496.0,0.039000000000000035,322.0,4.799999999999997,324.0,0.006000000000000005,-1.3000000000000007,46.0,0.131,8.0
2015,Elite Eight,1,Wisconsin,85,2,Arizona,78,TEAM_2,1,7,TEAM_1,True,big-ten,ovc,0.0,4.099999999999994,81.0,-5.0,-1.0,2.1000000000000005,36.0,-6.0,8.0,-30.0,0.07099999999999995,-15.0,0.04099999999999998,76.0,-0.119,-248.0,0.06299999999999994,-123.0,-0.057999999999999996,-1.0,-7.0,10.0,-10.0,-55.0,12.799999999999997,4.0,-8.0,-6.0,-101.0,1.1000000000000005,-2.0,-154.0,-0.03300000000000003,-122.0,-0.017000000000000015,-90.0,-0.007000000000000006,-52.0,-0.02499999999999991,-52.0,-0.01200000000000001,-0.6000000000000014,-22.0,-97.0,-318.0,-0.9000000000000004,-37.0,-0.07700000000000001,-204.0,-0.01699999999999996,-84.0,82.0,-0.03500000000000003,-6.0,-3.1000000000000014,-176.0,-0.03300000000000003,0.1999999999999993,-20.0,-1.4000000000000057,14.0,151.0,25.63,0.20000000000000107,-11.0,9.88,0.09399999999999997,186.0,0.069,122.0,-201.0,0.04800000000000004,-46.0,3.1000000000000014,-38.0,0.06299999999999994,-0.10000000000000142,-28.0,0.271,9.0
2015,Elite Eight,1,Kentucky,68,3,Notre Dame,66,TEAM_2,2,2,TEAM_1,True,acc,wac,0.0,-1.7999999999999972,35.0,-1.0,-2.0,-4.0,-46.0,2.0,2.0,17.0,0.051000000000000045,25.0,0.03999999999999998,89.0,-0.05299999999999999,-96.0,0.09599999999999997,-2.0,-0.0040000000000000036,4.0,-1.0,1.0,-1.0,155.0,9.200000000000003,-4.800000000000001,-91.0,-1.1000000000000014,31.0,-1.6999999999999993,-25.0,-21.0,0.032999999999999974,85.0,0.024999999999999967,81.0,-0.08899999999999997,-130.0,0.014000000000000012,-81.0,-0.05699999999999997,-4.100000000000001,-60.0,-40.0,118.0,0.8999999999999995,22.0,0.022999999999999965,72.0,0.019999999999999962,37.0,13.0,0.03200000000000003,44.0,-0.4000000000000057,-81.0,0.02200000000000002,-2.400000000000002,-71.0,-6.900000000000006,-111.0,221.0,19.46,-2.9000000000000004,-64.0,16.27,0.013999999999999957,33.0,0.06,45.0,-8.0,0.03400000000000003,44.0,0.4000000000000057,-74.0,0.052999999999999936,-1.9000000000000004,-60.0,0.05700000000000005,5.0
2015,Elite Eight,7,Michigan State,76,4,Louisville,70,TEAM_1,-3,6,TEAM_1,False,sun-belt,atlantic-10,0.0,-0.10000000000000142,-64.0,0.0,5.0,-0.20000000000000107,-29.0,-1.0,3.0,-29.0,0.010000000000000009,-280.0,0.0020000000000000018,-124.0,-0.007000000000000006,-105.0,0.03700000000000003,-50.0,0.006000000000000005,-1.0,-2.0,-1.0,-6.0,-35.0,-1.0,-5.300000000000004,-123.0,0.0,-80.0,-2.0,-48.0,-63.0,-0.034999999999999976,-155.0,-0.044999999999999984,-152.0,0.0030000000000000027,-51.0,0.0050000000000000044,-31.0,0.0050000000000000044,1.3000000000000007,11.0,-32.0,-311.0,-2.0,-65.0,0.09200000000000003,122.0,-0.02400000000000002,24.0,-277.0,-0.03799999999999998,-176.0,1.8999999999999986,-52.0,-0.029000000000000026,-0.1999999999999993,-49.0,-5.299999999999997,-66.0,-294.0,-6.71,-2.0999999999999996,-79.0,-6.109999999999999,0.020999999999999963,-52.0,0.03200000000000003,4.0,-228.0,-0.01100000000000001,-128.0,-1.8999999999999986,-152.0,0.014000000000000012,0.0,-50.0,0.16300000000000003,5.0
2015,Elite Eight,1,Duke,66,2,Gonzaga,52,TEAM_2,1,14,TEAM_1,True,wcc,horizon,0.0,1.8000000000000043,0.0,-7.0,1.0,-3.3999999999999995,-55.0,-4.0,4.0,117.0,0.05300000000000005,-269.0,0.03999999999999998,-37.0,-0.08899999999999997,-299.0,0.10099999999999998,-125.0,-0.023999999999999966,0.0,1.0,0.0,-5.0,-10.0,8.300000000000011,1.3999999999999986,-76.0,-7.399999999999999,-142.0,-2.0,-55.0,-226.0,-0.065,-88.0,-0.05299999999999999,-154.0,-0.07699999999999996,-197.0,-0.01200000000000001,-148.0,-0.056999999999999995,-6.199999999999999,-73.0,-89.0,-520.0,0.9000000000000004,-5.0,-0.008000000000000007,-48.0,-0.065,-64.0,-40.0,-0.04799999999999999,-90.0,-6.5,-299.0,-0.06600000000000006,-5.700000000000001,-239.0,-9.200000000000003,-101.0,-173.0,15.760000000000002,-5.199999999999999,-174.0,4.9,0.043999999999999984,8.0,0.03200000000000003,26.0,-277.0,0.05400000000000005,-63.0,6.5,41.0,0.05399999999999994,1.1999999999999993,-23.0,0.139,5.0
2015,Sweet 16,11,UCLA,62,2,Gonzaga,74,TEAM_1,-9,-12,TEAM_2,True,big-east,mvc,0.0,8.200000000000003,208.0,-6.0,4.0,1.9999999999999991,42.0,-5.0,5.0,138.0,0.026000000000000023,383.0,0.02799999999999997,237.0,0.0010000000000000009,133.0,0.025000000000000022,120.0,0.010000000000000009,4.0,-2.0,4.0,-8.0,150.0,9.200000000000003,10.399999999999999,156.0,5.199999999999996,76.0,-2.1000000000000005,-8.0,-8.0,-0.01899999999999996,236.0,-0.019999999999999962,56.0,0.06,191.0,-0.05799999999999994,98.0,0.025000000000000022,2.1000000000000014,92.0,90.0,240.0,1.1999999999999993,60.0,-0.02100000000000002,45.0,0.018000000000000016,30.0,191.0,-0.04799999999999999,26.0,-4.400000000000006,84.0,-0.019000000000000017,1.8999999999999986,132.0,3.200000000000003,121.0,643.0,15.299999999999999,1.5999999999999996,78.0,5.2700000000000005,0.0,163.0,-0.01200000000000001,49.0,220.0,0.05799999999999994,188.0,4.400000000000006,294.0,0.025000000000000022,0.20000000000000107,83.0,0.236,12.0
2015,Sweet 16,1,Kentucky,78,5,West Virginia,39,TEAM_2,4,39,TEAM_1,True,acc,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Sweet 16,6,Xavier,60,2,Arizona,68,TEAM_1,-4,-8,TEAM_2,True,summit,big-12,0.0,-16.299999999999997,-143.0,4.0,1.0,-3.799999999999999,-41.0,-2.0,0.0,-11.0,0.0030000000000000027,20.0,0.004999999999999949,20.0,0.03699999999999998,81.0,0.020000000000000018,76.0,0.034999999999999976,-2.0,-1.0,-6.0,2.0,-80.0,-2.3999999999999915,-10.900000000000002,-127.0,-22.800000000000004,-144.0,-0.8000000000000007,-11.0,129.0,0.014000000000000012,130.0,0.014000000000000012,86.0,-0.007000000000000006,36.0,0.05600000000000005,66.0,0.016000000000000014,2.6999999999999993,38.0,31.0,253.0,-1.6999999999999993,-28.0,0.009000000000000008,63.0,-0.008000000000000007,17.0,67.0,0.028000000000000025,69.0,6.700000000000003,167.0,0.019999999999999907,-0.3000000000000007,23.0,8.800000000000011,-3.0,108.0,-16.369999999999997,0.40000000000000036,28.0,-11.8,0.010000000000000009,27.0,-0.02999999999999997,-8.0,-7.0,0.02200000000000002,28.0,-6.700000000000003,-138.0,0.008999999999999897,-0.9000000000000004,-19.0,-0.08400000000000007,-4.0
2015,Sweet 16,8,North Carolina State,65,4,Louisville,75,TEAM_1,-4,-10,TEAM_2,True,big-12,aac,0.0,-6.900000000000006,29.0,-1.0,1.0,-2.9000000000000004,-4.0,0.0,0.0,161.0,0.050000000000000044,245.0,0.028000000000000025,167.0,-0.0020000000000000018,76.0,0.017000000000000015,66.0,0.003999999999999976,4.0,-2.0,0.0,-3.0,140.0,2.0999999999999943,-5.600000000000001,-34.0,-7.600000000000001,31.0,0.20000000000000107,9.0,144.0,0.01599999999999996,407.0,0.01899999999999996,203.0,0.012999999999999956,141.0,-0.0020000000000000018,95.0,0.008000000000000007,-0.5,61.0,119.0,539.0,2.5,99.0,0.0050000000000000044,153.0,-0.019999999999999962,38.0,254.0,0.040000000000000036,165.0,1.8000000000000043,205.0,0.015000000000000013,-2.0999999999999996,22.0,5.5,117.0,530.0,4.570000000000002,-2.299999999999999,-10.0,5.890000000000001,0.04099999999999998,181.0,0.07400000000000001,130.0,64.0,0.0050000000000000044,37.0,-1.8000000000000043,127.0,0.04599999999999993,2.1000000000000014,121.0,0.11699999999999999,7.0
2015,Sweet 16,1,Duke,63,5,Utah,57,TEAM_2,4,6,TEAM_1,True,acc,big-sky,0.0,3.299999999999997,16.0,0.0,-3.0,4.8999999999999995,43.0,6.0,-6.0,-122.0,-0.05800000000000005,195.0,-0.056999999999999995,-24.0,-0.08200000000000002,-85.0,0.0119999999999999,-49.0,-0.05099999999999999,2.0,3.0,0.0,5.0,75.0,-2.700000000000003,6.899999999999999,145.0,24.299999999999997,212.0,3.999999999999999,54.0,52.0,0.008999999999999952,14.0,-0.0040000000000000036,-3.0,0.010000000000000009,24.0,-0.0030000000000000027,14.0,0.0050000000000000044,9.8,135.0,-84.0,65.0,1.299999999999999,31.0,0.124,269.0,-0.043999999999999984,57.0,-255.0,0.04099999999999998,-60.0,3.3000000000000043,187.0,0.008000000000000007,3.099999999999998,109.0,-3.6999999999999886,-13.0,-73.0,14.44,5.2,125.0,14.879999999999999,0.0050000000000000044,91.0,-0.01100000000000001,24.0,104.0,-0.08800000000000008,-48.0,-3.3000000000000043,23.0,-0.051999999999999935,-1.5999999999999979,-22.0,-0.121,-3.0
2015,Sweet 16,1,Wisconsin,79,4,North Carolina,72,TEAM_2,3,7,TEAM_1,True,big-ten,big-ten,0.0,2.700000000000003,88.0,1.0,-2.0,5.300000000000001,80.0,0.0,0.0,139.0,0.07000000000000006,24.0,0.06,127.0,0.0040000000000000036,17.0,0.06500000000000006,60.0,0.02799999999999997,1.0,-4.0,3.0,-4.0,35.0,7.0,-4.399999999999999,-79.0,0.29999999999999716,40.0,-1.0999999999999996,-19.0,-12.0,-0.01699999999999996,283.0,-0.019000000000000017,80.0,-0.067,-48.0,0.0040000000000000036,-32.0,-0.045999999999999985,1.7000000000000028,84.0,-31.0,167.0,0.5999999999999996,30.0,0.061,211.0,-0.05299999999999999,39.0,72.0,0.006000000000000005,41.0,0.3999999999999986,72.0,-0.02100000000000002,-1.9000000000000004,-13.0,3.200000000000003,17.0,352.0,3.3100000000000005,-0.5,5.0,-1.0899999999999999,0.03899999999999998,83.0,0.01200000000000001,38.0,-59.0,0.09600000000000003,89.0,-0.3999999999999986,60.0,0.06999999999999995,2.0000000000000018,72.0,0.121,5.0
2015,Sweet 16,3,Notre Dame,81,7,Wichita State,70,TEAM_2,4,11,TEAM_1,True,sec,southland,0.0,-3.5,-23.0,1.0,-4.0,0.3000000000000007,11.0,5.0,-5.0,201.0,-0.03300000000000003,176.0,-0.02899999999999997,19.0,0.03600000000000003,140.0,-0.06299999999999994,50.0,0.0030000000000000027,3.0,1.0,3.0,3.0,140.0,-5.299999999999997,0.0,72.0,5.0,94.0,2.0999999999999996,35.0,136.0,-0.014000000000000012,372.0,-0.031000000000000028,98.0,-0.066,5.0,-0.0050000000000000044,0.0,-0.04500000000000001,-1.3000000000000007,61.0,37.0,305.0,0.10000000000000053,17.0,0.08900000000000002,304.0,0.014000000000000012,109.0,68.0,-0.034999999999999976,-11.0,-1.1000000000000014,197.0,-0.018000000000000016,-5.5,-97.0,-1.0,-32.0,100.0,9.219999999999999,-3.0,-50.0,13.919999999999998,0.008000000000000007,83.0,-0.021999999999999964,12.0,93.0,-0.03200000000000003,7.0,1.1000000000000014,273.0,-0.03499999999999992,-0.5,23.0,-0.06699999999999995,0.0
2015,Sweet 16,3,Oklahoma,58,7,Michigan State,62,TEAM_2,4,-4,TEAM_2,False,big-east,america-east,0.0,1.1000000000000014,7.0,-2.0,-3.0,-3.6999999999999993,-49.0,2.0,0.0,65.0,-0.010000000000000009,62.0,-0.016000000000000014,-5.0,0.09699999999999998,220.0,0.05699999999999994,197.0,0.09,1.0,0.0,0.0,-1.0,35.0,-0.7999999999999972,-0.7999999999999972,10.0,7.300000000000004,91.0,1.9000000000000004,23.0,47.0,0.013999999999999957,123.0,0.007000000000000006,64.0,0.068,169.0,-0.019000000000000017,108.0,0.04200000000000001,0.6000000000000014,33.0,168.0,277.0,0.09999999999999964,20.0,0.061000000000000054,165.0,-0.016000000000000014,41.0,-42.0,0.034999999999999976,23.0,0.5,80.0,0.016000000000000014,0.5,56.0,4.6000000000000085,155.0,222.0,14.829999999999998,0.9000000000000004,42.0,13.71,0.04200000000000004,104.0,-0.0050000000000000044,35.0,-42.0,-0.013000000000000012,-40.0,-0.5,75.0,0.008000000000000007,0.6000000000000014,50.0,0.03599999999999992,2.0
2015,Second Round,6,Butler,64,3,Notre Dame,67,TEAM_1,-3,-3,TEAM_2,True,pac-12,southern,0.0,-6.5,13.0,1.0,-5.0,2.200000000000001,56.0,1.0,-1.0,80.0,0.0010000000000000009,267.0,0.010000000000000009,144.0,-0.006999999999999951,95.0,-0.020000000000000018,52.0,-0.013000000000000012,3.0,-1.0,5.0,1.0,115.0,2.299999999999997,1.6000000000000014,61.0,1.2000000000000028,44.0,-2.999999999999999,-18.0,60.0,-0.015000000000000013,232.0,-0.017000000000000015,65.0,0.017000000000000015,106.0,0.015999999999999903,83.0,0.015999999999999986,1.6999999999999993,64.0,87.0,250.0,-2.8000000000000007,-52.0,-0.01799999999999996,43.0,0.02999999999999997,37.0,189.0,-0.045999999999999985,28.0,-0.10000000000000142,124.0,-0.010000000000000009,-0.6000000000000014,39.0,1.4000000000000057,79.0,338.0,14.81,-0.9000000000000004,3.0,12.100000000000001,-0.030999999999999972,29.0,-0.01599999999999996,-2.0,238.0,0.016000000000000014,146.0,0.10000000000000142,141.0,-0.0029999999999998916,-1.799999999999999,-6.0,-0.013000000000000012,2.0
2015,Second Round,11,UCLA,92,14,Alabama-Birmingham,75,TEAM_2,3,17,TEAM_1,True,big-east,big-east,0.0,-3.6999999999999957,87.0,-2.0,3.0,0.7999999999999989,13.0,-6.0,6.0,173.0,0.08100000000000007,154.0,0.062,205.0,-0.03199999999999997,-15.0,0.05700000000000005,33.0,-0.0030000000000000027,5.0,-3.0,2.0,-6.0,190.0,11.0,-2.3000000000000007,-51.0,5.699999999999996,50.0,-2.000000000000001,-29.0,-19.0,-0.025999999999999968,180.0,-0.03699999999999998,-3.0,0.019999999999999962,96.0,-0.05799999999999994,30.0,-0.0030000000000000027,-1.3000000000000007,48.0,58.0,88.0,0.1999999999999993,25.0,0.04299999999999998,155.0,0.016000000000000014,64.0,25.0,-0.056999999999999995,-67.0,-1.8000000000000043,29.0,-0.029000000000000026,-0.10000000000000142,44.0,-2.5,90.0,541.0,12.139999999999999,1.0999999999999996,53.0,1.25,0.055999999999999994,183.0,0.04099999999999998,98.0,-29.0,0.09399999999999997,107.0,1.8000000000000043,122.0,0.07399999999999995,0.5,43.0,0.18899999999999995,11.0
2015,Second Round,6,Xavier,75,14,Georgia State,67,TEAM_2,8,8,TEAM_1,True,big-ten,atlantic-sun,0.0,9.800000000000004,40.0,-3.0,2.0,2.1999999999999993,15.0,0.0,4.0,-140.0,-0.010000000000000009,-79.0,-0.03199999999999997,-102.0,-0.03899999999999998,-109.0,0.07299999999999995,-21.0,-0.0010000000000000009,-2.0,-2.0,-3.0,-3.0,-105.0,3.4000000000000057,-1.0999999999999979,-25.0,6.100000000000001,39.0,0.5999999999999996,-12.0,-11.0,0.012999999999999956,-107.0,0.009000000000000008,-27.0,-0.08500000000000002,-208.0,0.0,-142.0,-0.057999999999999996,3.400000000000002,5.0,-20.0,-186.0,-1.7000000000000002,-58.0,0.02300000000000002,9.0,0.009000000000000008,10.0,-116.0,0.014000000000000012,-37.0,2.8999999999999986,-6.0,0.0050000000000000044,1.4000000000000004,9.0,-0.6000000000000085,-136.0,-142.0,17.8,0.5,-7.0,12.530000000000001,0.10499999999999998,192.0,0.02100000000000002,83.0,-271.0,-0.03400000000000003,-185.0,-2.8999999999999986,-165.0,0.0,-2.4000000000000004,-99.0,0.06700000000000006,1.0
2015,Second Round,10,Ohio State,58,2,Arizona,73,TEAM_1,-8,-15,TEAM_2,True,acc,meac,0.0,1.2999999999999972,57.0,-2.0,-2.0,0.09999999999999964,10.0,2.0,0.0,2.0,0.07800000000000001,-72.0,0.067,97.0,-0.007000000000000006,-43.0,0.08999999999999997,41.0,0.03199999999999997,3.0,-1.0,6.0,-3.0,100.0,12.299999999999997,-4.700000000000003,-117.0,4.0,51.0,-3.4000000000000004,-46.0,-73.0,0.0,74.0,0.0040000000000000036,39.0,-0.069,-112.0,-0.006000000000000005,-84.0,-0.05100000000000002,1.8999999999999986,33.0,-22.0,-11.0,0.20000000000000018,2.0,-0.027000000000000024,-30.0,0.008999999999999952,-5.0,104.0,-0.0040000000000000036,44.0,1.3999999999999986,-40.0,-0.007000000000000006,0.1999999999999993,11.0,-5.5,-68.0,270.0,27.259999999999998,2.1000000000000005,46.0,19.14,-0.00599999999999995,-35.0,0.07100000000000001,35.0,-37.0,0.06300000000000006,62.0,-1.3999999999999986,-115.0,0.07999999999999996,-1.1999999999999993,-57.0,0.11499999999999999,6.0
2015,Second Round,1,Villanova,68,8,North Carolina State,71,TEAM_2,7,-3,TEAM_2,False,,big-east,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Second Round,5,Arkansas,78,4,North Carolina,87,TEAM_1,-1,-9,TEAM_2,True,big-ten,sun-belt,0.0,0.8000000000000043,37.0,2.0,-8.0,4.300000000000001,88.0,3.0,-5.0,98.0,0.03500000000000003,-17.0,0.032999999999999974,57.0,0.069,129.0,0.039000000000000035,123.0,0.06599999999999998,1.0,1.0,2.0,4.0,30.0,3.0999999999999943,0.7000000000000028,-5.0,-5.600000000000001,32.0,0.5,1.0,-42.0,0.007000000000000006,320.0,0.011999999999999955,154.0,-0.10099999999999998,-98.0,0.027999999999999914,-51.0,-0.062,0.3000000000000007,45.0,58.0,271.0,2.9000000000000004,80.0,-0.04500000000000004,29.0,0.007000000000000006,14.0,291.0,0.007000000000000006,140.0,-1.7999999999999972,3.0,0.0,-4.1,-79.0,2.799999999999997,-35.0,238.0,9.59,-1.5,-20.0,10.07,0.027000000000000024,46.0,-0.02300000000000002,1.0,-63.0,0.07200000000000006,56.0,1.7999999999999972,93.0,0.040999999999999925,3.0000000000000018,103.0,-0.10699999999999998,-3.0
2015,Second Round,1,Kentucky,64,8,Cincinnati,51,TEAM_2,7,13,TEAM_1,True,pac-12,maac,0.0,-6.700000000000003,-90.0,1.0,-4.0,1.0,32.0,4.0,-6.0,118.0,-0.050000000000000044,18.0,-0.031000000000000028,-54.0,0.07400000000000001,157.0,0.02400000000000002,131.0,0.06299999999999997,1.0,-1.0,5.0,1.0,45.0,-3.200000000000003,6.099999999999998,98.0,-11.5,-94.0,2.5,56.0,-26.0,-0.018000000000000016,45.0,-0.0050000000000000044,8.0,-0.01200000000000001,-8.0,-0.0129999999999999,-15.0,-0.013000000000000012,-6.399999999999999,-68.0,92.0,-44.0,2.5,61.0,-0.068,-122.0,-0.0020000000000000018,-45.0,167.0,-0.016000000000000014,53.0,-6.0,-94.0,-0.018000000000000016,-2.8999999999999986,-89.0,-1.7000000000000028,-4.0,-52.0,8.45,-3.000000000000001,-71.0,9.42,-0.121,-237.0,0.019000000000000017,-75.0,255.0,-0.08100000000000002,21.0,6.0,216.0,-0.03199999999999992,0.40000000000000036,32.0,-0.020000000000000018,0.0
2015,Second Round,5,Utah,75,4,Georgetown,64,TEAM_1,-1,11,TEAM_1,False,big-12,wcc,0.0,5.699999999999996,103.0,1.0,-2.0,2.999999999999999,47.0,0.0,0.0,-3.0,0.010999999999999899,126.0,0.009000000000000008,81.0,0.04199999999999998,135.0,-0.04500000000000004,64.0,0.014000000000000012,2.0,-4.0,5.0,-3.0,95.0,-0.4000000000000057,0.0,20.0,4.199999999999996,43.0,0.5,18.0,42.0,0.0040000000000000036,33.0,0.0010000000000000009,14.0,0.08999999999999997,206.0,0.02200000000000002,163.0,0.07100000000000001,1.7999999999999972,33.0,78.0,210.0,0.6999999999999993,38.0,-0.0010000000000000009,9.0,0.02300000000000002,19.0,24.0,-0.01100000000000001,-5.0,1.3000000000000043,75.0,0.017000000000000015,2.8000000000000007,120.0,1.6000000000000085,96.0,249.0,6.949999999999999,1.9000000000000004,69.0,6.99,-0.024999999999999967,-10.0,0.03699999999999998,23.0,136.0,-0.01100000000000001,58.0,-1.3000000000000043,17.0,0.0050000000000000044,0.8000000000000007,60.0,0.08999999999999997,5.0
2015,Second Round,7,Wichita State,78,2,Kansas,65,TEAM_1,-5,13,TEAM_1,False,summit,mwc,0.0,-2.0,-6.0,2.0,1.0,-4.4,-44.0,1.0,-3.0,-95.0,0.03400000000000003,-103.0,0.034999999999999976,27.0,0.032999999999999974,28.0,0.051000000000000045,62.0,0.043999999999999984,-3.0,2.0,-7.0,4.0,-125.0,4.700000000000003,-1.9000000000000021,-69.0,-3.1000000000000014,24.0,1.2999999999999998,15.0,-81.0,0.038000000000000034,44.0,0.040000000000000036,97.0,-0.07600000000000001,-130.0,0.05900000000000005,-48.0,-0.03199999999999997,1.5,-16.0,-3.0,144.0,1.4000000000000004,34.0,-0.040000000000000036,-60.0,0.025999999999999968,-2.0,104.0,0.039000000000000035,99.0,1.5,-97.0,0.03499999999999992,-1.1999999999999993,-43.0,6.300000000000011,-107.0,99.0,-5.51,0.09999999999999964,2.0,-4.28,-0.0040000000000000036,-39.0,-0.006000000000000005,-17.0,-64.0,0.052000000000000046,44.0,-1.5,-164.0,0.039999999999999925,1.5,35.0,-0.15100000000000002,-7.0
2015,Second Round,7,Michigan State,60,2,Virginia,54,TEAM_1,-5,6,TEAM_1,False,big-12,big-sky,0.0,-2.1000000000000014,103.0,-6.0,4.0,1.299999999999999,58.0,-6.0,6.0,201.0,0.04200000000000004,441.0,0.015000000000000013,228.0,-0.020999999999999963,107.0,0.050999999999999934,109.0,0.0020000000000000018,6.0,-4.0,4.0,-9.0,250.0,8.400000000000006,4.0,105.0,-13.0,-32.0,0.40000000000000036,19.0,91.0,-0.016000000000000014,475.0,-0.017000000000000015,164.0,-0.07800000000000001,-7.0,0.010000000000000009,2.0,-0.04899999999999999,-1.1000000000000014,68.0,117.0,392.0,1.0999999999999996,73.0,-0.015000000000000013,141.0,0.02100000000000002,62.0,334.0,-0.04299999999999998,102.0,-2.8999999999999986,159.0,-0.018000000000000016,0.29999999999999893,93.0,1.7999999999999972,-1.0,738.0,28.39,1.200000000000001,72.0,16.46,0.061,288.0,0.08399999999999996,173.0,153.0,-0.016000000000000014,55.0,2.8999999999999986,306.0,0.041999999999999926,0.8000000000000007,117.0,0.332,15.0
2015,Second Round,5,Northern Iowa,53,4,Louisville,66,TEAM_1,-1,-13,TEAM_2,True,pac-12,acc,0.0,-2.5,-61.0,0.0,1.0,-2.9000000000000004,-56.0,0.0,0.0,-109.0,-0.0020000000000000018,-237.0,0.015000000000000013,-73.0,0.019000000000000017,-49.0,-0.016999999999999904,-45.0,0.007000000000000006,-5.0,-1.0,-1.0,-1.0,-215.0,-1.6000000000000085,-4.199999999999999,-108.0,-6.899999999999999,-125.0,0.40000000000000036,10.0,-70.0,0.019000000000000017,-339.0,0.016000000000000014,-111.0,0.11099999999999999,104.0,0.028999999999999915,90.0,0.08600000000000002,-2.799999999999997,-107.0,-48.0,-165.0,-2.3,-72.0,-0.008000000000000007,-150.0,0.018000000000000016,-33.0,-189.0,0.01200000000000001,-78.0,1.0,-177.0,0.029000000000000026,0.0,-61.0,3.5,44.0,-288.0,-4.229999999999999,-1.5999999999999996,-64.0,-0.4900000000000002,-0.10199999999999998,-289.0,0.01100000000000001,-97.0,52.0,-0.0010000000000000009,24.0,-1.0,-217.0,-0.0030000000000000027,-1.0,-79.0,-0.028000000000000025,-4.0
